lag_kyr,rho_median_smooth,rho_lo5_smooth,rho_hi95_smooth,rho_mean_raw
-8.0,0.3069696977377438,0.28766244963780574,0.3213067531331393,0.3080147794930027
-7.0,0.30755670675238544,0.29069043266019373,0.3206303891995543,0.2953694747110616
-6.0,0.30951180871456907,0.28707153935261503,0.3320975498410547,0.32076479845998473
-5.0,0.3131490428272066,0.281369715576636,0.3388988439073301,0.3017006954743254
-4.0,0.3119089455728654,0.2665182651908636,0.3340698983434181,0.3168365071340437
-3.0,0.3140272335000853,0.2636352602728612,0.32750987025704026,0.303446593024983
-2.0,0.3039191803232115,0.26321084390151545,0.3319265390569845,0.29921498558289605
-1.0,0.30165461767240076,0.2702265398769093,0.3312838469015641,0.30776582828557925
0.0,0.3018187240997179,0.28537198042415524,0.3268395481063541,0.29868388617771113
1.0,0.3047939852305138,0.27799548604523,0.34063724721827165,0.307173970280071
2.0,0.3134957530525391,0.26876335281525315,0.34469029920796546,0.31125429952910444
3.0,0.31168124855618295,0.27881668472736776,0.3442404978617993,0.31383090889818466
4.0,0.31041225171054365,0.2878044351025635,0.337808823463416,0.30583534781421273
5.0,0.31634590099513094,0.27432834387328336,0.3293164572940726,0.3201393076633115
6.0,0.30803860752141177,0.278623994597343,0.3283522159793452,0.30395199749808244
7.0,0.3014904758224275,0.2719182369840563,0.3365278496229631,0.302093401443425
8.0,0.2954148519871516,0.26558338836602785,0.334891093863361,0.2960220385353082
